Lyford Plot 3,,"Harvard Forest, MA",,,"Dates: 05/06/2013, 11/03/2014, 06/19/2015",,,,,,
,,,,,,,,,,,
Lyford plot layout,,"Census center: -600S, 0W",,,,,,,,,
LF3,47,QUVE,codominant,Li,31.3,20,315,4063,NA,NA,NA
LF3,48,QUVE,intermediate,Li,24.5,13.4,321,4107,NA,NA,NA
LF3,49,ACRU,suppressed,Li,21.1,17.1,332,4098,NA,NA,NA
LF3,50,QURU,codominant,Li,33.7,19.6,359,4161,NA,NA,NA
LF3,51,QURU,codominant,Li,46.4,18.9,355,4153,NA,NA,NA
LF3,52,QURU,suppressed,Sn,20.1,16.2,5,4168,NA,NA,NA
LF3,53,QURU,suppressed,Li,25.9,16,358,4164,NA,NA,NA
LF3,54,FAGR,intermediate,Li,23.6,17,354,4150,NA,NA,NA
LF3,55,QURU,suppressed,Lo,13,1.3,350,988,9.2,268,3
LF3,56,QURU,codominant,Lo,21.1,5.6,292,4146,18.6,242,3
LF3,57,QURU,codominant,Sn,22.7,10.2,276,4770,NA,NA,3
LF3,58,QURU,codominant,Lo,21.6,8.7,220,4793,12.5,302,3
LF3,59,QURU,suppressed,Lo,13.6,8.6,269,4762,7.8,230,3
LF3,60,QURU,suppressed,Lo,13.4,10.3,254,NA,15.5,232,4
LF3,61,QURU,suppressed,Lo,19.3,3,312,4158,11.6,352,4
LF3,62,NA,NA,Sh,53.6,19.3,300,NA,NA,NA,5
LF3,63,NA,NA,Sh,56.8,18.3,302,NA,NA,NA,5
LF3,64,QURU,suppressed,Lo,17,12.2,287,4100,27.3,302,4
LF3,65,NA,NA,St,38.1,19.8,290,NA,NA,NA,5
LF3,66,NA,NA,Sh,52.4,16.4,256,NA,NA,NA,5
LF3,67,NA,NA,Sh,47,13.3,220,NA,NA,NA,5
LF3,68,QURU,codominant,Lo,14.4,4.8,358,4172,9.6,158,3
LF3,69,QURU,suppressed,Lo,15.2,7.5,151,1209,18.1,92,3
LF3,70,ACRU,suppressed,Lo,12.1,6.8,96,NA,8.2,140,2
LF3,71,QURU,codominant,Lo,11.9,5.7,20,NA,10.6,156,3
LF3,72,QURU,suppressed,Sn,16.2,8.6,347,4165,NA,NA,3
LF3,73,NA,NA,St,39.4,17.8,348,NA,NA,NA,5
LF3,74,NA,NA,Sh,39.8,18.9,342,NA,NA,NA,5
LF3,75,NA,NA,Sh,48.9,17.1,18,NA,NA,NA,5
LF3,76,NA,NA,Sh,45.3,16.2,346,NA,NA,NA,5
LF3,77,NA,NA,Sh,39.6,14.3,44,NA,NA,NA,5
LF3,78,NA,NA,Sh,53,12.9,62,NA,NA,NA,5
LF3,79,NA,NA,St,27.6,18.2,78,NA,NA,NA,5
LF3,80,QURU,codominant,Lo,20.5,18.3,78,1082,14.7,122,3
LF3,81,NA,NA,Sh,46,19.8,120,NA,NA,NA,5
LF3,82,NA,NA,Sh,45.8,19.8,118,NA,NA,NA,5
LF3,83,NA,NA,St,38.3,16.6,160,NA,NA,NA,5
LF3,84,NA,NA,Sh,56.2,13.4,150,NA,NA,NA,5
LF3,85,NA,NA,Sh,55.2,10.2,74,NA,NA,NA,5
LF3,86,NA,NA,St,19.7,2.3,60,NA,NA,NA,5
